代码,名称,日期,收盘价,涨跌幅,换手率
688207,格灵深瞳,2026-01-16,18.12,-3.36,4.95
002194,武汉凡谷,2026-01-16,14.07,0.5,15.46
002443,金洲管道,2026-01-16,8.68,-1.25,3.26
002609,捷顺科技,2026-01-16,10.63,-9.99,10.17
603000,人民网,2026-01-16,27.75,-9.99,0.59
002769,普路通,2026-01-16,13.08,-1.65,9.17
600637,东方明珠,2026-01-16,13.41,-10.0,7.67
000892,欢瑞世纪,2026-01-16,7.93,-5.14,10.14
002659,凯文教育,2026-01-16,6.4,-4.9,7.69
688225,亚信安全,2026-01-16,24.13,-3.6,2.66
002054,德美化工,2026-01-16,8.31,-2.46,11.97
002519,银河电子,2026-01-16,9.28,-9.99,1.79
603488,展鹏科技,2026-01-16,10.88,-4.14,7.03
002512,达华智能,2026-01-16,6.74,-4.13,10.23
605136,丽人丽妆,2026-01-16,12.51,-10.0,8.11
605222,起帆电缆,2026-01-16,20.07,-0.3,2.46
002264,新 华 都,2026-01-16,10.88,-10.01,12.7
002195,岩山科技,2026-01-16,10.68,-10.03,1.53
000710,贝瑞基因,2026-01-16,12.77,-5.41,11.14
688479,友车科技,2026-01-16,22.87,-10.66,14.62
000612,焦作万方,2026-01-16,12.65,-1.56,5.53
601611,中国核建,2026-01-16,17.18,-1.66,4.65
601900,南方传媒,2026-01-16,14.72,-5.09,4.39
600588,用友网络,2026-01-16,16.09,-8.06,7.66
600724,宁波富达,2026-01-16,6.29,1.29,2.11
002203,海亮股份,2026-01-16,15.17,-1.81,2.75
601116,三江购物,2026-01-16,19.56,-9.99,0.86
603888,新华网,2026-01-16,26.25,-10.01,0.82
600839,四川长虹,2026-01-16,10.2,-4.67,7.72
600556,天下秀,2026-01-16,7.56,-10.0,11.93
688119,中钢洛耐,2026-01-16,8.52,6.1,6.7
688586,江航装备,2026-01-16,14.44,-1.77,1.97
